Company Name,Company Ticker,Name,Age,Position,Appointed,
Northern Trust Corporation,NTRS.O,Jose Luis Prado,64,Independent Director,2012,
Northern Trust Corporation,NTRS.O,Joyce M. St. Clair,59,"Chief Human Resource Officer, Executive Vice President",2018,
Northern Trust Corporation,NTRS.O,Lauren E. Allnutt,42,Controller,2019,
Northern Trust Corporation,NTRS.O,Linda Walker Bynoe,67,Independent Director,2006,
Northern Trust Corporation,NTRS.O,Marcy S. Klevorn,58,Director,2019,
Northern Trust Corporation,NTRS.O,Martin P. Slark,64,Independent Director,2011,
Northern Trust Corporation,NTRS.O,Michael G. O'Grady,53,"Chairman of the Board, President, Chief Executive Officer",2019,
Northern Trust Corporation,NTRS.O,Michele Havens,,President of the West Region,2019,
Northern Trust Corporation,NTRS.O,Peter B. Cherecwich,54,Executive Vice President and President – Corporate & Institutional Services,2017,
Northern Trust Corporation,NTRS.O,Siddharth N. Mehta,60,Independent Director,2019,
Northern Trust Corporation,NTRS.O,Steven L. Fradkin,57,"Executive Vice President, President - Wealth Management",2014,
Northern Trust Corporation,NTRS.O,Susan C. Levy,61,"Executive Vice President, General Counsel",2014,
Northern Trust Corporation,NTRS.O,Susan Crown,60,Independent Director,1997,
Northern Trust Corporation,NTRS.O,Teresa A. Parker,57,"Executive Vice President and President – Corporate & Institutional Services, Europe, Middle East and Africa",2017,
Northern Trust Corporation,NTRS.O,Thomas E. Richards,64,Independent Director,2015,
Northern Trust Corporation,NTRS.O,Wilson Leech,57,"Executive Vice President, Chief Risk Officer",2017,
Northfield Bancorp Inc,NFBK.O,Annette Catino,62,Independent Director,2003,
Northfield Bancorp Inc,NFBK.O,David V. Fasanella,51,"Executive Vice President, Chief Lending Officer",2018,
Northfield Bancorp Inc,NFBK.O,Frank P. Patafio,58,Independent Director,2013,
Northfield Bancorp Inc,NFBK.O,Gil Chapman,65,Independent Director,2005,
Northfield Bancorp Inc,NFBK.O,John P. Connors,62,Lead Independent Director,2002,
Northfield Bancorp Inc,NFBK.O,John W. Alexander,69,Chairman of the Board,2017,
Northfield Bancorp Inc,NFBK.O,Karen J. Kessler,62,Independent Director,2013,
Northfield Bancorp Inc,NFBK.O,Kenneth J. Doherty,61,"Executive Vice President, Chief Lending Officer",,
Northfield Bancorp Inc,NFBK.O,Michael J. Widmer,59,Executive Vice President - Operations,2002,
Northfield Bancorp Inc,NFBK.O,Patrick E. Scura,74,Independent Director,2006,
Northfield Bancorp Inc,NFBK.O,Patrick Louis Ryan,69,Independent Director,2016,
Northfield Bancorp Inc,NFBK.O,Paul V. Stahlin,66,Independent Director,2019,
Northfield Bancorp Inc,NFBK.O,Robin Lefkowitz,52,Executive Vice President - Business Development and Branch Administration,2016,
Northfield Bancorp Inc,NFBK.O,Steven M. Klein,53,"President, Chief Executive Officer, Chief Operating Officer, Director",2017,
Northfield Bancorp Inc,NFBK.O,Tara L. French,56,"Executive Vice President, Chief Administrative Officer",2017,
Northfield Bancorp Inc,NFBK.O,Timothy C. Harrison,61,Independent Director,2013,
Northfield Bancorp Inc,NFBK.O,William R. Jacobs,45,"Chief Financial Officer, Executive Vice President",2016,
"Northrim BanCorp, Inc.",NRIM.O,Aaron Michael Schutt,,Director,2018,
"Northrim BanCorp, Inc.",NRIM.O,Anthony Drabek,70,Independent Director,1991,
"Northrim BanCorp, Inc.",NRIM.O,Benjamin D Craig,43,"Executive Vice President, Chief Information Officer",2016,
"Northrim BanCorp, Inc.",NRIM.O,David G. Wight,77,Independent Director,2006,
"Northrim BanCorp, Inc.",NRIM.O,David J. McCambridge,62,Independent Director,2011,
"Northrim BanCorp, Inc.",NRIM.O,David W. Karp,52,"President, Chief Executive Officer",2015,
"Northrim BanCorp, Inc.",NRIM.O,Jed W. Ballard,40,"Chief Financial Officer, Executive Vice President",2018,
"Northrim BanCorp, Inc.",NRIM.O,John C. Swalling,68,Independent Director,2002,
"Northrim BanCorp, Inc.",NRIM.O,Joseph M. Schierhorn,60,"President, Chief Executive Officer, Chief Operating Officer",2017,
"Northrim BanCorp, Inc.",NRIM.O,Karl L. Hanneman,60,Independent Director,2014,
"Northrim BanCorp, Inc.",NRIM.O,Krystal Murphy Nelson,45,Director,2015,
"Northrim BanCorp, Inc.",NRIM.O,Larry S. Cash,67,Independent Director,1995,
"Northrim BanCorp, Inc.",NRIM.O,Linda C. Thomas,64,Independent Director,2014,
"Northrim BanCorp, Inc.",NRIM.O,Michael A. Martin,51,"Executive Vice President, General Counsel, Corporate Secretary",2015,
"Northrim BanCorp, Inc.",NRIM.O,Michael G. Huston,50,Executive Vice President and Chief Lending Officer,2017,
Northrop Grumman Corporation,NOC,Ann M. Addison,57,"Chief Human Resource Officer, Corporate Vice President",2019,
Northrop Grumman Corporation,NOC,Ann Marie Fudge,69,Independent Director,2016,
Northrop Grumman Corporation,NOC,Blake E. Larson,59,"Corporate Vice President and President, Innovation Systems Sector",2018,
Northrop Grumman Corporation,NOC,Bruce S. Gordon,73,Independent Director,2008,
Northrop Grumman Corporation,NOC,Christopher T. Jones,54,Corporate Vice President and President - Technology Services Sector,2016,
Northrop Grumman Corporation,NOC,David F. Keffer,40,"Chief Financial Officer, Corporate Vice President",2020,
Northrop Grumman Corporation,NOC,David T. Perry,54,"Corporate Vice President, Chief Global Business Development Officer",2012,
Northrop Grumman Corporation,NOC,Denise M. Peppard,62,Corporate Vice President,2019,
Northrop Grumman Corporation,NOC,Donald E. Felsinger,71,Lead Independent Director,2012,
Northrop Grumman Corporation,NOC,Gary Roughead,67,Independent Director,2012,
Northrop Grumman Corporation,NOC,James S. Turley,64,Independent Director,2015,
Northrop Grumman Corporation,NOC,Janis G. Pamiljans,58,"Corporate Vice President, President - Aerospace Systems Sector",2017,
Northrop Grumman Corporation,NOC,Karl J. Krapek,70,Independent Director,2008,
Northrop Grumman Corporation,NOC,Kathy J. Warden,48,"Chairman of the Board, President, Chief Executive Officer",2019,
Northrop Grumman Corporation,NOC,Kenneth L. Bedingfield,46,"Chief Financial Officer, Corporate Vice President",2014,
Northrop Grumman Corporation,NOC,Lesley A. Kalan,45,Corporate Vice President - Government Relations,2018,
Northrop Grumman Corporation,NOC,Lucy C. Ryan,45,"Corporate Vice President, Communications",2019,
Northrop Grumman Corporation,NOC,Madeleine A. Kleiner,68,Independent Director,2008,
Northrop Grumman Corporation,NOC,Marianne C. Brown,60,Independent Director,2015,
Northrop Grumman Corporation,NOC,Mark A. Caylor,54,Corporate Vice President and President - Mission Systems Sector,2018,
Northrop Grumman Corporation,NOC,Mark A. Welsh,64,Independent Director,2016,
Northrop Grumman Corporation,NOC,Michael A. Hardesty,47,"Chief Accounting Officer, Corporate Vice President, Controller",2013,
Northrop Grumman Corporation,NOC,Patrick M. Antkowiak,58,Corporate Vice President and Chief Strategy and Technology Officer,2019,
Northrop Grumman Corporation,NOC,Shawn N. Purvis,45,Corporate Vice President and President - Enterprise Services,2018,
Northrop Grumman Corporation,NOC,Sheila C. Cheston,60,"Corporate Vice President, General Counsel",2010,
Northrop Grumman Corporation,NOC,Thomas M. Schoewe,66,Independent Director,2011,
Northrop Grumman Corporation,NOC,Todd Ernst,,Vice President - Investor Relations,2019,
Northrop Grumman Corporation,NOC,William H. Hernandez,70,Independent Director,2013,
"Northwest Bancshares, Inc.",NWBI.O,Deborah J. Chadsey,61,Independent Director,2012,
"Northwest Bancshares, Inc.",NWBI.O,Jeffrey R. White,34,Principal Chief Accounting Officer,2019,
"Northwest Bancshares, Inc.",NWBI.O,John P. Meegan,59,Independent Director,2010,
"Northwest Bancshares, Inc.",NWBI.O,Mark A. Paup,53,Independent Director,2016,
"Northwest Bancshares, Inc.",NWBI.O,Michael W. Bickerton,56,Executive Vice President - Commercial Lending,2015,
"Northwest Bancshares, Inc.",NWBI.O,Philip M. Tredway,70,Independent Director,2007,
"Northwest Bancshares, Inc.",NWBI.O,Robert M. Campana,59,Independent Director,2015,
"Northwest Bancshares, Inc.",NWBI.O,Ronald J. Seiffert,61,"Chairman of the Board, President, Chief Executive Officer",2018,
"Northwest Bancshares, Inc.",NWBI.O,Sonia M. Probst,60,Independent Director,2011,
"Northwest Bancshares, Inc.",NWBI.O,Steven G. Fisher,61,"Senior Executive Vice President - Production, Chief Revenue Officer",2014,
"Northwest Bancshares, Inc.",NWBI.O,Timothy B. Fannin,65,Independent Director,2013,
"Northwest Bancshares, Inc.",NWBI.O,Timothy M. Hunter,56,Independent Director,2015,
"Northwest Bancshares, Inc.",NWBI.O,William F. McKnight,67,Independent Director,2013,
"Northwest Bancshares, Inc.",NWBI.O,William W. Harvey,52,"Chief Financial Officer, Senior Executive Vice President - Finance",2019,
Northwest Natural Holding Co,NWN,Brody J. Wilson,39,"Chief Accounting Officer, Vice President, Controller, Treasurer",2017,
Northwest Natural Holding Co,NWN,C. Scott Gibson,66,Independent Director,2002,
Northwest Natural Holding Co,NWN,Charles A. Wilhoite,54,Independent Director,2018,
Northwest Natural Holding Co,NWN,David A. Weber,59,"President and Chief Executive Officer, NW Natural Gas Storage, LLC and Gill Ranch Storage, LLC",2011,
Northwest Natural Holding Co,NWN,David H. Anderson,57,"President, Chief Executive Officer, Director",2016,
Northwest Natural Holding Co,NWN,Frank H. Burkhartsmeyer,54,"Chief Financial Officer, Senior Vice President",2017,
Northwest Natural Holding Co,NWN,James R. Downing,49,"Chief Information Officer, Vice President",2017,
Northwest Natural Holding Co,NWN,Jane Leslie Peverett,60,Independent Director,2007,
Northwest Natural Holding Co,NWN,John D. Carter,73,Independent Director,2002,
Northwest Natural Holding Co,NWN,Jon G. Huddleston,56,Vice President - Engineering and Utility Operations,2018,
Northwest Natural Holding Co,NWN,Justin B. Palfreyman,40,Vice President - Strategy and Business Development,2017,
Northwest Natural Holding Co,NWN,Kathryn M. Williams,,Vice President - Public Affairs,2019,
Northwest Natural Holding Co,NWN,Kenneth Thrasher,69,Independent Director,2005,
Northwest Natural Holding Co,NWN,Kimberly A. Heiting,49,"Senior Vice President - Operations, Chief Marketing Officer",2018,
Northwest Natural Holding Co,NWN,Lori L. Russell,59,Vice President - Utility Services,2016,
Northwest Natural Holding Co,NWN,Malia H. Wasson,60,Independent Director,2014,
Northwest Natural Holding Co,NWN,MardiLyn Saathoff,62,"Senior Vice President - Regulation, General Counsel",2016,
Northwest Natural Holding Co,NWN,Mark S. Dodson,74,Independent Director,2003,
Northwest Natural Holding Co,NWN,Martha L. Byorum,70,Independent Director,2004,
Northwest Natural Holding Co,NWN,Melinda B. Rogers,53,"Vice President - Human Resources, Diversity Officer",2018,
Northwest Natural Holding Co,NWN,Monica Enand,,Director,2019,
Northwest Natural Holding Co,NWN,Shawn M. Filippi,46,"Chief Compliance Officer, Vice President, Corporate Secretary",2016,
Northwest Natural Holding Co,NWN,Timothy P. Boyle,69,Independent Director,2003,
Northwest Natural Holding Co,NWN,Tod R. Hamachek,73,Independent Chairman of the Board,,
Northwest Pipe Company,NWPX.O,Aaron Wilkins,45,"Vice President - Finance, Corporate Controller",2016,
Northwest Pipe Company,NWPX.O,John Paschal,,Director,2019,
Northwest Pipe Company,NWPX.O,Keith Larson,61,Independent Director,2007,
Northwest Pipe Company,NWPX.O,Michael C. Franson,64,Lead Independent Director,2016,
Northwest Pipe Company,NWPX.O,Michelle G. Applebaum,62,Independent Director,2014,
Northwest Pipe Company,NWPX.O,Miles Brittain,55,Vice President - Operations for Water Transmission Engineered Systems,2018,
Northwest Pipe Company,NWPX.O,Richard A. Roman,67,Chairman of the Board,2013,
Northwest Pipe Company,NWPX.O,Robin Gantt,47,"Senior Vice President, Chief Financial Officer, Corporate Secretary",2016,
Northwest Pipe Company,NWPX.O,Scott J. Montross,54,"President, Chief Executive Officer, Director",2013,
Northwest Pipe Company,NWPX.O,William Smith,63,Executive Vice President of Water Transmission Engineered Systems,2018,
NorthWestern Corp,NWE,Anthony Thomas Clark,47,Independent Director,2016,
NorthWestern Corp,NWE,Bobbi L. Schroeppel,50,"Vice President - Customer Care, Communications and Human Resources",2009,
NorthWestern Corp,NWE,Brian B. Bird,56,"Chief Financial Officer, Vice President",2009,
NorthWestern Corp,NWE,Britt E. Ide,47,Independent Director,2017,
NorthWestern Corp,NWE,Crystal Dawn Lail,40,"Vice President, Controller",2015,
NorthWestern Corp,NWE,Curtis T. Pohl,54,Vice President - Distribution,2011,
NorthWestern Corp,NWE,Dana J. Dykhouse,62,Independent Director,2009,
NorthWestern Corp,NWE,Heather H. Grahame,63,"Vice President - Regulatory and Federal Government Affairs, General Counsel",2018,
NorthWestern Corp,NWE,Jan Robert Horsfall,58,Independent Director,2015,
NorthWestern Corp,NWE,Jeffrey W. Yingling,,Director,2019,
NorthWestern Corp,NWE,John D. Hines,60,Vice President - Supply and Montana Government Affairs,2018,
NorthWestern Corp,NWE,Julia L. Johnson,56,Independent Director,2004,
NorthWestern Corp,NWE,Linda G. Sullivan,55,Independent Director,2017,
NorthWestern Corp,NWE,Mahvash Yazdi,,Director,2019,
NorthWestern Corp,NWE,Michael R. Cashell,56,Vice President - Transmission,2011,
NorthWestern Corp,NWE,Robert C. Rowe,63,"President, Chief Executive Officer, Director",2008,
NorthWestern Corp,NWE,Stephen P. Adik,75,Independent Director,2004,
Norwegian Cruise Line Holdings Ltd,NCLH.A,Adam M. Aron,64,Director,2008,
Norwegian Cruise Line Holdings Ltd,NCLH.A,Chad A. Leat,63,Independent Director,2015,
Norwegian Cruise Line Holdings Ltd,NCLH.A,Daniel S. Farkas,50,"Executive Vice President, General Counsel, Assistant Secretary",2019,
Norwegian Cruise Line Holdings Ltd,NCLH.A,David M. Abrams,52,Independent Director,2014,
Norwegian Cruise Line Holdings Ltd,NCLH.A,Faye L. Ashby,47,"Senior Vice President, Chief Accounting Officer",2016,
Norwegian Cruise Line Holdings Ltd,NCLH.A,Frank J. Del Rio,64,"President, Chief Executive Officer, Director",2015,
Norwegian Cruise Line Holdings Ltd,NCLH.A,Harry Sommer,51,President and Chief Executive Officer - Norwegian Cruise Line Brand,2020,
Norwegian Cruise Line Holdings Ltd,NCLH.A,Jason M. Montague,45,"President, Chief Executive Officer - Regent brand",2016,
Norwegian Cruise Line Holdings Ltd,NCLH.A,John W. Chidsey,56,Independent Director,2013,
Norwegian Cruise Line Holdings Ltd,NCLH.A,Mark A. Kempa,47,"Chief Financial Officer, Executive Vice President",2018,
Norwegian Cruise Line Holdings Ltd,NCLH.A,Mary E. Landry,62,Independent Director,2018,
Norwegian Cruise Line Holdings Ltd,NCLH.A,Pamela Thomas-Graham,56,Independent Director,2018,
Norwegian Cruise Line Holdings Ltd,NCLH.A,Robert J. Binder,54,"Vice Chairman Oceania Cruises and Regent, President and Chief Executive Officer, Oceania Cruises brand",2016,
Norwegian Cruise Line Holdings Ltd,NCLH.A,Russell W. Galbut,66,Independent Chairman of the Board,2018,
Norwegian Cruise Line Holdings Ltd,NCLH.A,Stella David,56,Independent Director,2017,
Norwegian Cruise Line Holdings Ltd,NCLH.A,Steven Martinez,50,Director,2008,
Norwegian Cruise Line Holdings Ltd,NCLH.A,T. Robin Lindsay,61,Executive Vice President - Vessel Operations,2015,
Norwood Financial Corporation,NWFL.O,Andrew A. Forte,60,Independent Vice Chairman of the Board,2017,
Norwood Financial Corporation,NWFL.O,James F. Burke,50,"Executive Vice President, Chief Lending Officer",2014,
Norwood Financial Corporation,NWFL.O,John F. Carmody,49,Executive Vice President and Chief Credit Officer,2015,
Norwood Financial Corporation,NWFL.O,John H. Sanders,61,Senior Vice President – Retail Lending Manager for the Bank,2015,
Norwood Financial Corporation,NWFL.O,Joseph W. Adams,56,Independent Director,2015,
Norwood Financial Corporation,NWFL.O,Kenneth A. Phillips,68,Independent Director,1988,
Norwood Financial Corporation,NWFL.O,Kevin M. Lamont,60,Independent Director,2011,
Norwood Financial Corporation,NWFL.O,Lewis J. Critelli,59,"President, Chief Executive Officer, Director",2010,
Norwood Financial Corporation,NWFL.O,Meg L. Hungerford,42,Independent Director,2017,
Norwood Financial Corporation,NWFL.O,Ralph A. Matergia,69,Independent Director,2004,
Norwood Financial Corporation,NWFL.O,Robert J. Mancuso,61,Executive Vice President & Chief Operating Officer of the Bank and Company,2017,
Norwood Financial Corporation,NWFL.O,Susan Campfield,61,Independent Director,2006,
Norwood Financial Corporation,NWFL.O,William S. Lance,59,"Chief Financial Officer, Executive Vice President, Secretary",2011,
Norwood Financial Corporation,NWFL.O,William W. Davis,74,Independent Chairman of the Board,2017,
NovaGold Resources Inc. (USA),NG,Anthony Peter Walsh,66,Lead Independent Director,2018,
NovaGold Resources Inc. (USA),NG,Clynton R. Nauman,70,Independent Director,1999,
NovaGold Resources Inc. (USA),NG,David Ottewell,58,"Chief Financial Officer, Vice President",2012,
NovaGold Resources Inc. (USA),NG,Diane Renee Garrett,59,Independent Director,2018,
NovaGold Resources Inc. (USA),NG,Ethan G. Schutt,45,Independent Director,2019,
NovaGold Resources Inc. (USA),NG,Gregory A. Lang,64,"President, Chief Executive Officer, Director",2012,
NovaGold Resources Inc. (USA),NG,Igor Levental,63,Independent Director,2010,
NovaGold Resources Inc. (USA),NG,Kalidas V. Madhavpeddi,63,Independent Director,2007,
NovaGold Resources Inc. (USA),NG,Sharon E. Dowdall,66,Independent Director,2012,
NovaGold Resources Inc. (USA),NG,Thomas S. Kaplan,56,Chairman of the Board,2011,
Novanta Inc (USA),NOVT.O,Brian D. King,52,Independent Director,2017,
Novanta Inc (USA),NOVT.O,Brian S. Young,50,Chief Human Resource Officer,2016,
Novanta Inc (USA),NOVT.O,Dominic A. Romeo,59,Independent Director,2012,
Novanta Inc (USA),NOVT.O,Ira J. Lamel,71,Independent Director,2010,
Novanta Inc (USA),NOVT.O,Lonny J. Carpenter,57,Independent Director,2018,
Novanta Inc (USA),NOVT.O,Matthijs Glastra,50,"Chief Executive Officer, Director",2016,
Novanta Inc (USA),NOVT.O,Robert J. Buckley,44,Chief Financial Officer,2011,
Novanta Inc (USA),NOVT.O,Stephen W. Bershad,77,Independent Chairman of the Board,2010,
Novanta Inc (USA),NOVT.O,Thomas N. Secor,48,Independent Director,2012,
"Novavax, Inc.",NVAX.O,Brian Rosen,,Senior Vice President - Commercial Strategy,2018,
"Novavax, Inc.",NVAX.O,Gary C. Evans,62,Independent Director,2011,
"Novavax, Inc.",NVAX.O,Gregory M. Glenn,65,"President, Research and Development",2016,
"Novavax, Inc.",NVAX.O,James Francis Young,66,Independent Chairman of the Board,2011,
